id,total
1,5.35
2,5.35
3,5.35
4,5.35
5,5.35
6,5.35
7,4.75
8,9.5
9,4.75
10,4.75
11,5.35
12,4.75
13,5.35
14,5.35
15,5.35
16,4.75
17,5.35
18,5.35
19,14.25
20,10.7
21,5.35
22,4.75
23,4.75
24,9.5
25,9.5
26,9.5
27,2.1
28,9.5
29,9.5
30,2.1
31,2.1
32,5.35
33,5.35
34,5.35
35,5.35
36,5.35
37,5.35
38,5.35
39,4.75
40,4.75
41,5.35
42,4.75
43,5.35
44,14.25
45,4.75
46,9.5
47,4.75
48,4.75
49,5.35
50,5.35
51,5.35
52,8.95
53,10.7
54,5.35
55,4.75
56,4.75
57,4.75
58,9.5
59,9.5
60,9.5
61,9.5
62,9.5
63,5.35
64,5.35
65,5.35
66,5.35
67,5.35
68,4.75
69,14.25
70,4.75
71,4.75
72,4.75
73,14.25
74,5.35
75,4.75
76,4.75
77,5.35
78,5.35
79,5.35
80,9.5
81,10.7
82,9.5
83,9.5
84,5.35
85,4.75
86,5.35
87,8.95
88,5.35
89,5.35
90,4.75
91,5.35
92,4.75
93,5.35
94,5.35
95,9.5
96,9.5
97,9.5
98,9.5
99,9.5
100,2.1
101,2.1
102,9.5
103,4.75
104,5.35
105,5.35
106,5.35
107,5.35
108,5.35
109,5.35
110,5.35
111,4.75
112,9.5
113,14.25
114,9.5
115,9.5
116,4.75
117,5.35
118,4.75
119,4.75
120,5.35
121,5.35
122,9.5
123,9.5
124,9.5
125,4.75
126,4.75
127,5.35
128,8.95
129,10.7
130,14.25
131,5.35
132,5.35
133,4.75
134,5.35
135,5.35
136,9.5
137,9.5
138,9.5
139,4.75
140,2.1
141,9.5
142,9.5
143,9.5
144,9.5
145,9.5
146,2.1
147,9.5
148,4.75
149,5.35
150,5.35
151,5.35
152,5.35
153,5.35
154,5.35
155,5.35
156,5.35
157,5.35
158,5.35
159,4.75
160,4.75
161,14.25
162,4.75
163,4.75
164,4.75
165,14.25
166,5.35
167,10.7
168,4.75
169,5.35
170,5.35
171,5.35
172,5.35
173,9.5
174,14.25
175,4.75
176,9.5
177,4.75
178,9.5
179,9.5
180,4.75
181,4.75
182,4.75
183,5.35
184,5.35
185,10.7
186,5.35
187,9.5
188,5.35
189,5.35
190,4.75
191,5.35
192,5.35
193,4.75
194,5.35
195,9.5
196,5.35
197,4.75
198,2.1
199,4.75
200,2.1
201,9.5
202,9.5
203,9.5
204,9.5
205,2.1
206,9.5
207,5.35
208,4.75
209,4.75
210,5.35
211,5.35
212,5.35
213,5.35
214,5.35
215,5.35
216,5.35
217,5.35
218,5.35
219,4.75
220,4.75
221,4.75
222,9.5
223,4.75
224,9.5
225,4.75
226,14.25
227,4.75
228,5.35
229,10.7
230,4.75
231,5.35
232,5.35
233,5.35
234,9.5
235,10.7
236,4.75
237,9.5
238,9.5
239,4.75
240,4.75
241,4.75
242,5.35
243,14.25
244,5.35
245,10.7
246,14.25
247,14.25
248,9.5
249,5.35
250,5.35
251,4.75
252,5.35
253,4.75
254,5.35
255,4.75
256,9.5
257,5.35
258,9.5
259,9.5
260,4.75
261,9.5
262,2.1
263,9.5
264,4.75
265,2.1
266,9.5
267,9.5
268,9.5
269,9.5
270,9.5
271,2.1
272,2.1
273,2.1
274,9.5
275,5.35
276,5.35
277,5.35
278,5.35
279,5.35
280,5.35
281,5.35
282,5.35
283,5.35
284,5.35
285,5.35
286,5.35
287,5.35
288,5.35
289,5.35
290,4.75
291,4.75
292,9.5
293,14.25
294,9.5
295,4.75
296,9.5
297,4.75
298,14.25
299,4.75
300,5.35
301,5.35
302,10.7
303,4.75
304,4.75
305,5.35
306,5.35
307,5.35
308,9.5
309,14.25
310,10.7
311,4.75
312,4.75
313,9.5
314,4.75
315,9.5
316,9.5
317,4.75
318,5.35
319,4.75
320,4.75
321,5.35
322,5.35
323,14.25
324,5.35
325,8.95
326,10.7
327,14.25
328,5.35
329,14.25
330,5.35
331,4.75
332,5.35
333,5.35
334,4.75
335,5.35
336,9.5
337,5.35
338,5.35
339,4.75
340,4.75
341,2.1
342,9.5
343,9.5
344,9.5
345,9.5
346,9.5
347,9.5
348,2.1
349,2.1
350,9.5
351,9.5
352,5.35
353,9.5
354,5.35
355,5.35
356,5.35
357,5.35
358,5.35
359,5.35
360,5.35
361,5.35
362,5.35
363,5.35
364,5.35
365,4.75
366,4.75
367,4.75
368,9.5
369,14.25
370,9.5
371,4.75
372,9.5
373,4.75
374,5.35
375,4.75
376,4.75
377,5.35
378,5.35
379,10.7
380,4.75
381,4.75
382,14.25
383,10.7
384,4.75
385,9.5
386,9.5
387,9.5
388,4.75
389,5.35
390,4.75
391,4.75
392,14.25
393,5.35
394,14.25
395,14.25
396,9.5
397,5.35
398,4.75
399,5.35
400,9.5
401,9.5
402,9.5
403,9.5
404,9.5
405,4.75
406,9.5
407,9.5
408,9.5
409,9.5
410,9.5
411,2.1
412,2.1
413,9.5
414,4.75
415,5.35
416,5.35
417,5.35
418,5.35
419,5.35
420,5.35
421,5.35
422,5.35
423,5.35
424,4.75
425,9.5
426,14.25
427,9.5
428,4.75
429,9.5
430,4.75
431,4.75
432,14.25
433,4.75
434,5.35
435,5.35
436,10.7
437,4.75
438,4.75
439,5.35
440,5.35
441,9.5
442,10.7
443,4.75
444,4.75
445,5.35
446,4.75
447,4.75
448,5.35
449,5.35
450,8.95
451,10.7
452,14.25
453,14.25
454,5.35
455,5.35
456,4.75
457,5.35
458,4.75
459,5.35
460,5.35
461,9.5
462,9.5
463,9.5
464,9.5
465,4.75
466,9.5
467,9.5
468,9.5
469,9.5
470,2.1
471,9.5
472,5.35
473,5.35
474,5.35
475,5.35
476,5.35
477,5.35
478,5.35
479,5.35
480,5.35
481,5.35
482,5.35
483,5.35
484,5.35
485,4.75
486,4.75
487,4.75
488,9.5
489,14.25
490,9.5
491,4.75
492,9.5
493,4.75
494,5.35
495,14.25
496,4.75
497,5.35
498,5.35
499,10.7
500,4.75
501,5.35
502,5.35
503,14.25
504,10.7
505,4.75
506,9.5
507,4.75
508,4.75
509,5.35
510,4.75
511,4.75
512,5.35
513,14.25
514,8.95
515,14.25
516,5.35
517,9.5
518,5.35
519,5.35
520,4.75
521,5.35
522,5.35
523,4.75
524,5.35
525,4.75
526,5.35
527,5.35
528,9.5
529,4.75
530,9.5
531,2.1
532,9.5
533,9.5
534,2.1
535,9.5
536,9.5
537,9.5
538,9.5
539,9.5
540,2.1
541,2.1
542,2.1
543,9.5
544,14.25
545,5.35
546,5.35
547,5.35
548,5.35
549,5.35
550,5.35
551,5.35
552,5.35
553,5.35
554,5.35
555,5.35
556,5.35
557,5.35
558,5.35
559,5.35
560,5.35
561,4.75
562,4.75
563,4.75
564,9.5
565,14.25
566,9.5
567,4.75
568,9.5
569,4.75
570,5.35
571,4.75
572,14.25
573,4.75
574,5.35
575,5.35
576,10.7
577,4.75
578,4.75
579,5.35
580,5.35
581,5.35
582,5.35
583,9.5
584,10.7
585,4.75
586,4.75
587,9.5
588,4.75
589,9.5
590,4.75
591,5.35
592,4.75
593,4.75
594,4.75
595,5.35
596,5.35
597,14.25
598,8.95
599,14.25
600,14.25
601,9.5
602,5.35
603,5.35
604,4.75
605,5.35
606,4.75
607,5.35
608,9.5
609,5.35
610,9.5
611,4.75
612,9.5
613,2.1
614,9.5
615,9.5
616,4.75
617,2.1
618,9.5
619,9.5
620,9.5
621,9.5
622,9.5
623,2.1
624,2.1
625,2.1
626,4.75
627,9.5
628,5.35
629,5.35
630,5.35
631,5.35
632,5.35
633,5.35
634,5.35
635,5.35
636,5.35
637,5.35
638,5.35
639,5.35
640,4.75
641,4.75
642,9.5
643,14.25
644,9.5
645,4.75
646,5.35
647,14.25
648,4.75
649,5.35
650,5.35
651,10.7
652,4.75
653,4.75
654,5.35
655,5.35
656,5.35
657,14.25
658,10.7
659,4.75
660,9.5
661,9.5
662,9.5
663,4.75
664,5.35
665,4.75
666,4.75
667,5.35
668,14.25
669,5.35
670,8.95
671,10.7
672,5.35
673,9.5
674,5.35
675,5.35
676,4.75
677,5.35
678,5.35
679,4.75
680,5.35
681,4.75
682,9.5
683,5.35
684,5.35
685,9.5
686,9.5
687,9.5
688,2.1
689,9.5
690,9.5
691,2.1
692,9.5
693,9.5
694,9.5
695,9.5
696,9.5
697,2.1
698,2.1
699,2.1
700,9.5
701,5.35
702,4.0
703,6.0
704,4.0
705,3.0
706,2.5
707,2.0
708,3.0
709,2.45
710,5.0
711,2.0
712,5.0
713,5.0
714,9.2
715,3.75
716,6.0
717,6.75
718,9.5
719,2.0
720,2.55
721,7.0
722,3.1
723,5.0
724,4.4
725,4.9
726,2.2
727,8.5
728,9.75
729,2.5
730,9.0
731,8.0
732,2.5
733,3.0
734,7.75
735,3.0
736,5.0
737,6.0
738,3.0
739,7.5
740,6.0
741,6.0
742,3.0
743,3.75
744,9.5
745,4.75
746,9.5
747,6.5
748,9.5
749,4.0
750,5.0
751,7.75
752,6.0
753,7.5
754,2.5
755,2.5
756,5.1
757,4.4
758,3.0
759,2.5
760,3.5
761,2.5
762,2.5
763,5.0
764,3.0
765,4.0
766,6.0
767,4.0
768,6.2
769,8.0
770,2.5
771,3.0
772,3.75
773,5.0
774,6.0
775,2.2
776,12.0
777,2.5
778,5.55
779,2.5
780,2.5
781,3.0
782,6.0
783,6.0
784,4.4
785,6.0
786,3.75
787,4.5
788,5.0
789,7.5
790,2.45
791,3.75
792,4.9
793,5.0
794,3.5
795,6.0
796,8.5
797,8.5
798,9.5
799,4.25
800,2.5
801,4.75
802,4.0
803,2.45
804,5.0
805,5.1
806,5.0
807,2.5
808,6.0
809,3.0
810,5.0
811,9.25
812,3.0
813,3.1
814,2.5
815,5.0
816,6.0
817,3.1
818,6.0
819,9.5
820,10.75
821,4.75
822,5.0
823,2.5
824,3.0
825,2.5
826,2.5
827,8.5
828,2.2
829,3.75
830,5.0
831,7.5
832,4.0
833,5.1
834,10.5
835,5.5
836,6.0
837,6.0
838,6.2
839,4.25
840,2.0
841,6.35
842,4.9
843,6.25
844,4.5
845,3.75
846,2.5
847,7.0
848,7.5
849,3.0
850,9.0
851,2.5
852,6.75
853,6.75
854,7.25
855,2.5
856,2.0
857,7.25
858,8.0
859,9.5
860,8.5
861,6.0
862,4.5
863,3.75
864,3.0
865,4.0
866,4.25
867,7.0
868,5.0
869,2.5
870,2.5
871,6.0
872,6.0
873,7.5
874,5.0
875,6.0
876,3.0
877,7.5
878,7.5
879,2.2
880,12.5
881,10.5
882,7.5
883,7.5
884,6.0
885,3.5
886,3.0
887,7.0
888,5.1
889,5.0
890,6.2
891,6.0
892,2.5
893,6.0
894,3.0
895,9.25
896,4.4
897,6.5
898,6.0
899,2.2
900,7.5
901,4.0
902,9.5
903,7.5
904,4.0
905,3.0
906,3.0
907,5.0
908,3.0
909,3.1
910,4.4
911,3.75
912,7.0
913,7.0
914,6.0
915,6.0
916,7.0
917,6.0
918,3.0
919,5.0
920,9.95
921,7.5
922,2.5
923,5.75
924,6.0
925,7.0
926,5.0
927,3.5
928,3.1
929,6.0
930,2.45
931,5.0
932,6.0
933,6.0
934,3.5
935,5.0
936,7.5
937,5.0
938,2.5
939,6.0
940,9.7
941,6.0
942,3.75
943,8.25
944,7.0
945,6.0
946,2.5
947,5.0
948,5.0
949,8.5
950,3.0
951,3.5
952,3.5
953,3.0
954,5.75
955,4.0
956,5.0
957,6.0
958,7.0
959,4.4
960,6.75
961,2.5
962,4.5
963,5.0
964,3.0
965,4.4
966,3.75
967,9.5
968,5.0
969,2.2
970,2.5
971,3.0
972,4.0
973,3.5
974,2.0
975,6.0
976,5.0
977,8.5
978,4.25
979,4.4
980,3.0
